0,1453782
2500,1294196
5000,1290192
6250,1289464
8750,1284820
11250,1283006
12500,1281138
15000,1265946
17500,1259002
18750,1243762
21250,1238868
23750,1234588
25000,1234588
27500,1233400
30000,1233400
31250,1233400
33750,1233400
36250,1233400
37500,1233400
40000,1233400
42500,1233400
43750,1233400
46250,1233400
48750,1233400
50000,1233400
52500,1233400
55000,1233400
56250,1233400
58750,1233400
61250,1233400
62500,1233400
65000,1233400
67500,1233400
68750,1233400
71250,1233400
73750,1233400
75000,1233400
77500,1233400
80000,1233400
81250,1233400
83750,1233400
86250,1233400
87500,1233400
90000,1233400
92500,1233400
93750,1233400
96250,1233400
98750,1233400
100000,1233400
102500,1233400
105000,1233400
106250,1233400
108750,1233400
111250,1233400
112500,1233400
115000,1233400
117500,1233400
118750,1233400
121250,1233400
123750,1233400
125000,1233400
127500,1233400
130000,1233400
131250,1233400
133750,1233400
136250,1233400
137500,1233400
140000,1233400
142500,1233400
143750,1233400
146250,1233400
148750,1233400
150000,1233400
152500,1233400
155000,1233400
156250,1233400
158750,1233400
161250,1233400
162500,1233400
165000,1233400
167500,1233400
168750,1233400
171250,1233400
173750,1233400
175000,1233400
177500,1233400
180000,1233400
181250,1233400
183750,1233476
186250,1233444
187500,1233444
190000,1233444
192500,1233444
193750,1233444
196250,1233444
198750,1233444
200000,1228914
202500,1217542
205000,1217262
206250,1217262
208750,1217262
211250,1217262
212500,1217262
215000,1217262
217500,1217262
218750,1217262
221250,1217262
223750,1217262
225000,1217262
227500,1217262
230000,1217262
231250,1217262
233750,1217262
236250,1217262
237500,1217262
240000,1217262
242500,1217262
243750,1217262
246250,1217262
248750,1217262
250000,1217262
252500,1217262
255000,1217262
256250,1217262
258750,1217262
261250,1217262
262500,1217262
265000,1217262
267500,1217262
268750,1217262
271250,1217262
273750,1217262
275000,1217262
277500,1217262
280000,1217262
281250,1217262
283750,1217262
286250,1217262
287500,1217262
290000,1217262
292500,1217262
293750,1217262
296250,1217262
298750,1217262
300000,1217262
302500,1217262
305000,1217262
306250,1217262
308750,1217262
311250,1217262
312500,1217262
315000,1217262
317500,1217262
318750,1217262
321250,1217262
323750,1217262
325000,1217262
327500,1217262
330000,1217262
331250,1217262
333750,1217262
336250,1217262
337500,1217262
340000,1217262
342500,1217262
343750,1217262
346250,1217262
348750,1217262
350000,1217262
352500,1217262
355000,1217262
356250,1217262
358750,1217262
361250,1217262
362500,1217262
365000,1217262
367500,1217262
368750,1217262
371250,1217262
373750,1217262
375000,1217262
377500,1217262
380000,1217262
381250,1217262
383750,1217262
386250,1217262
387500,1217262
390000,1217262
392500,1217262
393750,1217262
396250,1217262
398750,1217262
400000,1217262
402500,1217262
405000,1217262
406250,1217262
408750,1217262
411250,1217262
412500,1217262
415000,1217262
417500,1217262
418750,1217262
421250,1217262
423750,1217262
425000,1217262
427500,1217262
430000,1217262
431250,1217262
433750,1217262
436250,1217262
